7.0447,2.48191,1.31588
7.1221,2.48863,1.30689
7.2013,2.49488,1.29812
7.2822,2.50068,1.28961
7.3649,2.50608,1.28135
7.4496,2.51111,1.27337
7.5362,2.51579,1.26567
7.6249,2.52016,1.25826
7.7156,2.52425,1.25115
7.8086,2.52809,1.24433
7.9038,2.53171,1.2378
8.0014,2.53514,1.23156
8.1014,2.53841,1.2256
8.204,2.54154,1.21992
8.3091,2.54454,1.21449
8.4171,2.54745,1.20931
8.5278,2.55028,1.20436
8.6415,2.55305,1.19964
8.7583,2.55577,1.19512
8.8783,2.55845,1.19078
9.0016,2.5611,1.18662
9.1284,2.56372,1.18261
9.2588,2.56633,1.17874
9.393,2.56893,1.17498
9.5311,2.57151,1.17133
9.6733,2.57407,1.16777
9.8199,2.57661,1.16429
9.971,2.57913,1.16086
10.127,2.58161,1.15748
10.288,2.58405,1.15414
10.453,2.58643,1.15083
10.625,2.58875,1.14754
10.802,2.59099,1.14427
10.985,2.59315,1.14101
11.174,2.59519,1.13776
11.37,2.59713,1.13452
11.573,2.59893,1.13129
11.784,2.60059,1.12808
12.002,2.60209,1.1249
12.229,2.60342,1.12175
12.464,2.60456,1.11864
12.708,2.60552,1.11558
12.962,2.60627,1.11259
13.227,2.60681,1.10968
13.502,2.60714,1.10686
13.79,2.60724,1.10416
14.089,2.60712,1.10159
14.403,2.60677,1.09917
14.73,2.6062,1.09692
15.072,2.6054,1.09486
15.431,2.60439,1.093
15.808,2.60316,1.09137
16.203,2.60174,1.08999
16.618,2.60013,1.08886
17.056,2.59834,1.08802
17.517,2.59639,1.08747
18.003,2.59429,1.08722
18.518,2.59208,1.0873
19.062,2.58976,1.08771
19.64,2.58736,1.08845
20.254,2.58491,1.08954
20.907,2.58243,1.09097
21.604,2.57994,1.09275
22.349,2.57747,1.09486
23.147,2.57505,1.0973
24.004,2.5727,1.10006
24.927,2.57044,1.10312
